address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x00100114	0x0010038c	0x0010038c	snes_p17_00100114		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00100114	632	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	7e9ac3595f51b8b16782d02d52a1d0ef302620918e2b01401c291c04f3006358
0x0010038c	0x001005b0	0x001005b0	snes_p16_0010038c		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_0010038c	548	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	106b9ad2f128bc454b21e3ae95a1cf98689856940b957e24ab9d383aa9779b57
0x001005ec	0x001008dc	0x001008dc	snes_p16_001005ec		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_001005ec	752	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	338cfe388d6389ecce854caf39b59af0aae35b3dbbc42a55194d36a3af75e3ee
0x001019a8	0x00101b04	0x00101b04	snes_p16_001019a8		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_001019a8	348	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	10038534c6c9105e58b0b56a8a2dcdec3aed3ceb016825d104015399f6296e53
0x00101b64	0x00101e8c	0x00101e8c	snes_p16_00101b64		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00101b64	808	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	d61cdab39f60c3eff792009c1a4596d1b5ce897ef5b8493a12c52a62b169c067
0x00103b34	0x00103c7c	0x00103c7c	snes_p16_00103b34		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00103b34	328	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	7e8f40422a8ccce030470a027ef3e25b62d4804b5d355c9225c86445eb022fac
0x00103dd4	0x001041c0	0x001041c0	snes_p16_00103dd4		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00103dd4	1004	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	6b0b1b6f887d94fa8031835f384fd1bc4dd7bc48f32e1938123b6b267b5e69cc
0x00104234	0x00104358	0x00104358	snes_p16_00104234		frontend-core	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00104234	292	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	de9c11dc640d1159d8d1584229c04792fcd187261345dbb4cac23ba3ad4fb13f
0x00104358	0x00104418	0x00104418	snes_p11_00104358		frontend	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-ui; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00104358	192	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	2234db996d1278c91e7408a670a0161ba68929bb8a152a2a051015ba542eaae0
0x00104a54	0x00104bbc	0x00104bbc	mtapPortClose_00104a54		multitap	target-authoritative-ee-assembly-reconstruction-with-retained-behavioral-models	matching/candidates/hunt1041_v80_quickwins_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	frontend-pad; manifest address label retained without historical-name claim; readable behavioral model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v80-quickwins/objects/hunt1041_v80_quickwins_exact.o	v80_00104a54	360	exact-next-boundary	MATCH	0	True	True		0	e7d8e442b978fedb14c4bb36a2f53f34bc188a884d29511d8410014ad0d57d2a	b9c46d2513d89e39701a46ded4024bf3f13f0a632c038933753693c1b40f888e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	fbe592d9ea616eaa871e3e9c16d0654d18be2d9aaf02bf6d77ea5fd242b1d116
